Id,A01,A02,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,C01,C02,C03,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10,D11,D12,D13,D14,D15,D16,D17,E01,F01,F02,F03,F04,F05,F06,F07,F08
1053,0.0132583,-0.300918,-0.579191,-0.406082,-1.74105,-1.10196,0.711453,-0.0641989,-1.67617,-1.39654,1.30999,-0.000462024,0.978084,0.129832,0.552062,0.286136,1.2652,-0.107735,0.294082,-0.420968,1.61329,-0.103883,1.21024,-1.11947,0.387472,-0.27638,0.0559095,0.0092932,0.0427058,0.101384,0.0623695,-0.0223828,0.111572,-0.124818,-0.163406,0.00256326,0.0157736,-0.0614429,0.014209,0.0220921,0.4,0.0463353,0.966067,0.47299,0.531084,0.147315,0.524265,0.0324357,0.766255,0,0,0,-1.33123,0.934673,1.19969
1055,0.592068,0.371693,-1.15998,-1.39443,0.619721,-0.856953,-0.449434,0.477752,-0.00529312,1.68415,1.19026,0.222057,0.00408214,-0.419438,0.333927,-0.425539,0.000449156,-1.06026,0.358561,0.00854248,-1.36653,-0.189375,-0.47764,2.33071e-05,0.606201,0.798733,0.0412518,-0.107532,0.0621048,-0.0223668,0.00385683,-0.0292914,-0.00290542,-0.029413,-0.109274,0.0172244,-0.0424424,0.0329207,0.0413935,0.0916011,-1.06849,0.91635,0.383063,0.872238,0.556142,0.417929,0.134702,0.526853,0.0139418,0,0,0,-2.25465,0.55281,0.768522
1065,-0.818576,1.51865,0.558004,0.664415,-3.38757,-0.594092,-0.164867,0.12787,-1.82728,0.00573748,0.270713,-0.251551,0.00408214,0.243951,0.0013667,-0.233067,0.000449156,0.230268,-0.642913,-1.41157,0.175584,-1.25705,-0.4802,-0.563016,1.55349,1.32038,0.211097,0.250791,0.0337431,0.0761002,-0.00877302,0.0815471,0.0512585,-0.180934,-0.0603245,0.036419,-0.013236,-0.148227,0.0357138,-0.0162196,-0.733635,0.327998,0.549612,0.0790721,0.784802,0.000894424,0.919409,0.90571,0.203332,0,0,0,-0.362076,0.324006,0.876999
1068,-0.355693,-0.356092,-1.98723,-2.2054,-0.005543095,-1.44709,0.114365,0.851388,-1.43418,0.261657,1.10854,0.293739,0.400366,-0.0639938,-0.0937908,0.308466,0.000449156,0.0299753,0.360963,-0.0897811,2.26037,1.39331,0.568433,-1.03075,-1.72821,-0.329479,-0.0652905,-0.0971503,0.0069087,0.0840116,0.113181,-0.0447049,0.0339367,0.110609,-0.0130474,-0.0502412,0.0203255,-0.018315,-0.0330652,-0.0148098,-1.7,0.317244,0.597188,0.968548,0.021056,0.510848,0.24394,0.841505,0.404929,0,2,0,0.201203,1.28429,-1.40647
1070,0.0301917,-0.713966,-0.464824,1.61669,-0.005543095,-0.234284,-0.842125,-0.652452,1.82994,2.01011,-1.67626,1.42843,0.0421104,-1.52095,-0.944479,0.00164122,0.000449156,-0.405688,0.004272155,1.49471,0.003279085,-1.57372,1.4596,-0.834337,0.456884,0.0980832,0.00710573,0.077951,0.0713217,0.134708,-0.0178525,-0.0717596,0.0504199,-0.0318267,-0.093908,-0.00192093,-0.0356055,-0.113213,0.0305445,0.00829164,-0.0217963,0.910129,0.0966295,0.90181,0.512147,0.584019,0.0291907,0.57979,0.179225,0,0,0,-2.22693,0.957725,0.647029
1081,0.700363,0.871482,0.290728,-0.848158,-0.220068,-2.19708,-3.44061,1.5068,-0.657411,0.0513414,-0.519581,-0.000462024,1.46828,0.0042206,-0.0742966,-0.533434,0.473044,0.00341673,0.004272155,-0.430897,1.52072,1.80403,0.00719943,0.0724948,-1.93676,-0.382457,0.144377,-0.0439264,0.0218306,0.000957901,-0.00906521,-0.0572748,-0.0298707,-0.0350271,0.0237249,0.0783439,0.0649257,-0.102043,0.0589452,0.00905122,-1.3596,0.765159,0.933066,0.322158,0.534135,0.693597,0.0459904,0.0599919,0.515044,0,0,0,-1.48509,-0.551717,0.730321
1082,0.143081,0.161868,-0.856825,-0.204436,1.00689,-1.59395,0.65195,0.427091,0.479864,-1.92156,0.343014,0.3606,0.989879,0.26059,1.94309,-0.935927,0.000449156,0.00341673,-0.189751,1.90423,1.31891,0.449776,0.366479,1.33283,-2.37045,0.649822,-0.100229,-0.119607,0.0234448,0.00814823,0.00524104,-0.0129956,-0.0515809,-0.00572429,-0.051375,-0.0581346,0.0996847,0.0233629,-0.0121528,-0.0755584,1.16421,0.539333,0.278316,0.320537,0.199921,0.0496633,0.675787,0.862389,0.369168,0,0,0,-0.671026,-1.46282,1.23999
1101,-0.94126,0.766069,-0.00728943,-0.532489,0.422722,0.735551,-0.76314,1.7893,-0.114153,-1.34826,-0.684281,0.93917,-0.0495204,-0.535838,-0.884446,-0.513746,0.000449156,-0.763961,0.0508313,0.0168752,0.003279085,1.67175,1.17284,0.896988,-0.496571,-0.517927,0.117439,0.0698423,0.0181729,0.0632067,0.0182482,0.0455249,-0.115536,0.0118343,0.0769331,-0.0642454,-0.0164813,0.0147972,0.11853,-0.0728075,0.388245,0.539919,8.11656e-05,0.650229,0.210657,0.53508,0.99121,0.742753,0.102068,0,0,0,-0.387753,0.106386,-1.19505
1106,0.570572,-1.06999,1.07115,1.46225,0.328614,-0.756627,-0.145542,-0.00132395,-0.186304,-1.12437,0.758183,-1.49616,-0.400862,0.686088,-0.780839,-0.407719,0.000449156,0.374664,0.471728,-0.808564,-0.921307,-2.39744,1.81327,-0.429667,-0.853047,1.20584,-0.157103,-0.0606455,0.0259916,0.0992327,0.0394212,-0.0550674,0.0347592,0.00193718,-0.147553,-0.0592453,0.0216921,-0.00521194,0.0191602,0.04225,-0.9,0.34258,0.170529,0.643556,0.334351,0.0924142,0.34405,0.856722,0.258364,0,0,0,-1.60595,0.252634,1.34633
1107,-0.888371,0.0269282,0.823375,-2.58171,0.273338,-0.564136,0.23731,0.320389,-0.567828,-0.0758906,-0.71052,1.35158,1.09861,-2.05062,0.0013667,-0.363747,0.000449156,0.00341673,1.46237,-0.221705,0.196312,-0.329353,-1.48227,0.225311,-1.18009,-0.973756,-0.032121,-0.0761406,0.0113862,0.0604796,-0.0652344,-0.0796546,0.0339603,-0.0613893,-0.0272676,-0.00408085,-0.0947922,-0.0602605,0.0646395,-0.0382831,-0.288005,0.209424,0.763585,0.0114734,0.780768,0.306706,0.61085,0.608684,0.22247,0,0,0,0.389153,-0.100407,0.339009
1110,0.390145,0.16967,0.609764,-0.767535,0.133351,0.867707,-0.0841622,-0.637056,-0.582036,-1.0149,-0.991441,-0.231968,0.772646,0.0042206,-0.160291,-0.801698,0.923744,-2.44364,0.004272155,1.02874,0.967937,1.10653,2.29489,-1.1259,2.21586,-0.918416,-0.138082,-0.140252,0.0617331,-0.0357083,0.0545168,-0.0300746,-0.00309482,0.0684967,-0.117384,-0.02904,-0.0497847,0.0646464,-0.123598,0.0543496,0.03245,0.939878,0.643502,0.435589,0.543098,0.265541,0.456757,0.323815,0.455441,-2,0,0,-0.365611,-1.38993,0.19002
1111,-1.05103,-0.396058,-0.612875,0.43883,1.87366,0.283735,0.495992,0.993554,0.990664,-0.783945,-0.837205,0.455724,0.00408214,-0.144287,-0.512928,0.735232,0.000449156,-0.566262,-0.221687,0.224712,-0.517805,-0.768125,1.38481,-0.278388,1.26246,0.788757,-0.00347196,0.0916162,-0.0135959,-0.0950399,0.0247198,-0.0363607,-0.0285859,0.0115359,-0.0608581,0.065873,0.0245315,0.0125473,0.0159785,0.0717882,-0.193162,0.335117,0.0102831,0.390601,0.285161,0.248324,0.32523,0.89345,0.818571,0,0,0,0.842529,-1.16551,1.27618
1115,-1.78044,0.342544,-0.475482,-0.530029,0.914056,0.910497,-0.70536,1.83145,-1.2306,0.0336208,-3.30201,0.122864,-1.58713,-0.608586,-0.742115,-0.78452,0.000449156,-0.0532963,0.858932,-0.845858,0.105603,0.176561,-1.14127,-1.18117,-0.591573,-0.730135,0.0467367,0.139555,-0.088782,0.0032236,-0.0433148,0.0254947,-0.0235931,-0.146968,0.0365459,0.0811462,0.00947612,-0.0898567,0.0839469,0.019494,-0.6,0.868584,0.932148,0.289355,0.515167,0.844157,0.606374,0.465473,0.180009,0,0,0,-1.14275,-0.399553,-1.67038
1122,-0.0484833,0.129056,0.867441,-0.343502,-0.767524,-1.4004,-0.625729,1.08666,-1.59351,-0.149219,1.00392,-0.288908,-1.05837,-0.702538,0.0013667,-0.119996,0.000449156,-0.704883,2.0834,-0.540773,-1.8632,0.00241088,0.00719943,-1.67308,-0.0892485,-0.807185,0.129465,0.192181,-0.101249,0.0280474,0.00474169,-0.07218,0.0960597,-0.165066,0.00844943,0.0120924,0.1282,-0.0304384,0.122312,0.000890589,-0.1,0.592017,0.231815,0.179078,0.0244242,0.641696,0.0629208,0.42758,0.345976,0,0,0,-0.423364,-0.290858,-0.524982
1127,-1.84039,0.500205,0.843277,-0.0838233,-0.610419,-0.283963,2.30738,0.955492,-0.343803,0.87467,0.520846,-0.123074,0.405147,-0.265219,0.24934,-0.0561606,1.47226,-0.0814997,0.792346,-0.804137,0.133913,0.267565,-1.27863,1.48431,-0.333345,-1.21601,0.121186,0.0430464,-0.0457795,-0.00977837,-0.0144466,-0.018276,0.102632,-0.28127,-0.151121,0.111645,-0.00456959,-0.0446163,0.0876937,-0.0438229,0.530601,0.38909,0.408872,0.259553,0.299977,0.787968,0.519113,0.0754988,0.9544,0,0,0,-0.592387,-0.969034,0.412167
1133,1.41408,0.684932,-0.223347,-0.633612,-0.582652,-0.00405441,-1.70501,0.325134,-0.403955,-0.62712,-0.0006379705,0.0752751,-0.988145,0.400484,0.848385,-0.843663,0.000449156,-1.01653,-0.988888,0.120843,1.65709,0.15042,-0.00995025,0.0544479,-0.304676,-0.148268,-0.144543,-0.105858,0.0501252,0.0688121,0.177761,-0.116136,0.287778,-0.1529,-0.348498,-0.080728,0.105768,-0.0224812,0.0179667,-0.151721,0.0138372,0.446302,0.414794,0.592602,0.226407,0.419868,0.78788,0.05823,0.0499108,0,0,0,-0.825791,0.779148,0.342995
1138,-0.570834,0.883037,1.17466,-0.98931,-1.34988,-0.478212,-1.6517,-0.485398,0.284299,-0.864051,-0.0006379705,-1.35861,-0.77267,-1.47052,0.754887,0.279985,0.000449156,0.967684,0.004272155,-0.302284,0.983017,0.0626133,0.00719943,0.921591,-0.98307,-1.83452,0.0334942,0.103061,-0.0451122,0.0418579,0.00489928,-0.0281769,-0.0346562,-0.185571,-0.0155142,0.110382,0.00925156,-0.024849,0.0990666,-0.0977243,-0.292564,0.0851671,0.364136,0.449199,0.263889,0.870033,0.920021,0.821516,0.951325,0,0,0,-0.673328,1.59101,-0.121877
1145,0.0532961,1.39233,-2.34367,-2.59444,2.61733,0.594062,1.8435,-0.467175,0.355585,0.993769,-0.361078,1.45613,-0.0621931,0.647693,0.919596,-0.0859891,0.0359442,-0.962798,0.154394,-0.568406,-1.50897,1.11257,-0.8227,0.371056,0.804408,-1.61995,0.142927,0.146223,-0.0954978,0.0731252,0.0322832,-0.0139023,-0.019233,-0.221443,-0.136076,0.0709436,0.0571301,-0.104126,0.0614643,-0.024476,0.410304,0.291072,0.858629,0.831504,0.485546,0.572723,0.839452,0.996343,0.14785,0,0,0,-0.771819,-1.08449,-1.90771
1152,-0.142883,-0.522633,0.174456,-0.00751254,-2.1047,1.73708,1.62402,-0.00132395,1.29639,-0.812936,-0.322113,-0.0815911,0.588423,0.456226,0.0013667,0.273457,0.000449156,-0.716591,-1.7616,-0.354869,0.003279085,1.07115,-0.39623,-1.22281,1.58568,-0.0662586,-0.0483085,-0.101362,0.00965492,0.107942,0.0127994,-0.149668,0.100955,0.00394674,-0.243939,-0.116565,0.180334,-0.0261915,0.0372287,-0.0892255,-1.97143,0.70449,0.534312,0.914919,0.864339,0.288286,0.845285,0.202699,0.0440477,0,0,0,-2.15889,-0.98186,0.554864
1154,-0.421709,0.0858756,1.02666,0.55668,-0.61161,-0.00405441,1.9542,-0.778085,-1.53089,-0.385662,-1.88128,-0.0115826,-0.534201,1.46021,0.187756,-0.025801,0.809218,0.00341673,-0.447111,0.277961,-1.13386,-0.387674,0.463852,1.49695,0.916693,0.407136,0.110139,0.0986524,-0.0916188,0.0873178,0.0237787,-0.00270262,0.00936767,-0.143775,-0.0985908,-0.00688276,0.06422,-0.0228146,0.132146,-0.132729,1.26677,0.0697238,0.569559,0.089799,0.885597,0.372936,0.537655,0.618738,0.798443,0,0,0,-0.452429,-0.431492,0.873768
1163,-0.0624382,0.34009,0.630197,-0.00824913,-0.954169,0.130585,0.586154,0.116255,0.254699,1.36681,-0.0006379705,0.844968,-0.415886,-0.14245,1.00318,-0.370277,1.24933,-1.28389,0.719957,0.558227,0.392269,-0.490325,-0.337655,0.267124,-1.82221,-0.375088,0.170831,0.00995698,-0.0438212,0.0388855,-0.0291001,0.0220227,0.0423697,-0.1054,-0.0228143,-0.0196073,0.0491645,-0.0757759,-0.0124823,-0.018501,1.0972,0.144023,0.232471,0.474997,0.000991007,0.37716,0.0813883,0.00517735,0.938658,0,0,0,-0.629553,0.820576,-0.169668
1165,0.269899,-0.151489,-1.13303,-0.00751254,0.809775,0.0594376,2.60708,0.944409,2.12462,-0.39584,-1.00999,-0.000462024,-1.72138,0.0042206,-1.07369,0.389524,0.000449156,-0.195566,0.004272155,-0.469792,0.597861,-0.254195,2.13535,-0.732471,0.815612,-0.235097,-0.0175898,0.113838,-0.0983683,-0.0398574,0.0151049,0.07392,0.072876,-0.0455787,-0.016473,-0.0411939,0.0170667,-0.119637,0.0198719,-0.0633846,-0.165647,0.43239,0.787889,0.559173,0.238919,0.89054,0.688257,0.931234,0.243822,0,0,0,-0.279306,-1.24853,0.195756
1166,1.25836,0.118637,-2.14069,0.63353,1.33165,0.981847,0.315584,-1.54096,1.02075,2.21919,0.641762,-0.440334,0.298806,1.53518,1.0277,2.43826,0.521476,-0.834508,0.809353,0.427506,-0.291576,1.19923,1.24666,0.64959,0.568936,0.409372,-0.0997863,-0.0745981,0.0995032,0.00240396,-0.0728405,-0.0417351,0.0643916,-0.0681382,-0.0186239,-0.0557202,0.0356467,-0.0393405,0.0398437,0.0159347,0.00167206,0.948348,0.362487,0.906753,0.402387,0.777773,0.199582,0.820755,0.500831,0,0,0,-2.47841,-0.101195,-0.111089
1167,-1.08798,0.0571459,2.09772,1.20843,0.786635,-1.40604,-0.00628882,0.744118,-0.131842,-1.25787,1.04249,-0.296351,0.453636,-2.00252,-0.060649,0.645745,0.000449156,0.885149,-1.09423,-0.0297496,-0.00169436,0.00241088,1.36804,-0.406872,0.927309,-0.045996,0.0105406,0.115288,-0.00363779,-0.00655477,-0.0288648,0.0726718,-0.0205699,-0.167224,-0.042651,-0.0137258,0.0582389,-0.0623147,0.12502,-0.0268962,0.9,0.833278,0.786563,0.440163,0.10182,0.66966,0.381739,0.235119,0.181302,0,0,0,0.311705,-1.54164,0.162323
1175,-1.72595,-0.0001359535,0.771998,0.758009,-0.005543095,-0.21537,1.5637,1.59772,0.618184,0.214456,1.60102,-1.03631,-1.42256,0.0042206,0.015502,-0.652245,0.0945341,0.962332,0.5086,-0.569954,-0.809715,1.85316,-0.340168,1.32623,0.0253652,-1.22378,0.0615834,0.112855,-0.0495998,0.0106987,0.0332755,0.00405401,0.0595373,-0.261005,-0.10756,0.0824498,0.155467,-0.118017,0.146229,-0.0116747,0,0.990012,0.154047,0.8241,0.291178,0.912179,0.143853,0.769204,0.571906,0,0,0,-0.856325,-0.867901,-1.19273
1179,0.0906019,0.24528,-0.633407,0.603723,-0.356236,1.01812,0.450856,0.618823,0.51915,-0.807498,2.20502,0.425399,-1.75993,0.462556,-0.0693121,0.704475,0.573977,-1.11581,-0.993216,-0.200691,1.42802,1.25047,0.511437,0.858738,-0.645625,0.138591,-0.108286,-0.0640658,0.0547151,0.021861,-0.0553399,0.0425637,0.119162,0.0529762,0.0200561,-0.00628705,0.0279035,0.0305466,-0.0419519,-0.00597966,-2.08077,0.335245,0.526214,0.860661,0.181876,0.838488,0.579267,0.469428,0.100091,0,0,0,-0.858987,-0.686176,0.0683318
1180,1.71754,-0.0921528,0.688741,-0.00751254,0.393876,-0.00405441,0.989559,0.669162,0.292558,-0.0587624,0.58697,0.200619,-0.760026,1.47177,1.42134,-1.4835,0.000449156,-1.00165,0.387488,0.749583,0.003279085,1.11034,-0.436042,0.221185,-0.459137,0.498937,-0.192669,-0.0728418,0.0183181,0.115183,0.0985595,-0.297534,0.331072,-0.258574,-0.385796,-0.0289386,0.195643,-0.128178,0.106777,-0.154674,-1.58806,0.939416,0.646783,0.127777,0.726376,0.76422,0.46071,0.744464,0.335031,0,0,0,-1.90936,0.891947,0.51792
1183,-0.388377,-0.609552,-0.962258,-1.63426,0.109306,0.926403,0.866036,1.07055,0.0408131,0.342378,-1.54572,0.0309236,0.95018,0.986745,-1.80498,-0.406479,0.000449156,-0.124984,-0.0987356,-0.292325,-1.77841,-0.807012,0.0343175,0.413477,-0.722183,0.297791,0.00513736,0.0306808,0.00990076,0.0533099,0.0653542,-0.0164419,-0.0159821,0.0265679,-0.00617244,0.0410527,-0.0880985,-0.0717875,0.0456445,0.00621579,-1.73961,0.446354,0.870499,0.363369,0.112816,0.610089,0.437148,0.76783,0.40919,0,0,0,-0.0121908,-0.54231,-0.0243875
1184,0.292957,-0.681469,-0.00728943,-0.596154,-0.524269,0.6982,0.648655,-0.00132395,2.21608,-0.813198,-1.25444,1.37167,0.00408214,0.0042206,1.45509,0.524569,0.000449156,-0.408948,0.004272155,-0.0850401,1.53095,0.817304,-0.118912,0.731603,1.03088,-1.19311,-0.145453,-0.0331977,-0.0562116,-0.0142027,0.136998,0.00892687,0.157302,-0.114514,-0.0985192,-0.0802027,0.00871447,0.0127051,0.060054,-0.0234237,0.897551,0.614358,0.16982,0.622376,0.255482,0.801267,0.601101,0.906035,0.440714,0,0,0,-0.107393,1.2534,1.105
1187,0.645255,0.891636,0.272786,0.310446,0.9815,-0.0848762,1.27267,-0.0721079,-0.490491,0.127789,0.548249,-1.76218,-0.13587,-0.73996,-0.327521,-0.797453,0.000449156,1.31146,-0.430307,0.193578,-0.708679,0.4932,1.8242,2.33071e-05,-0.0414443,-0.343426,0.0639408,0.0181783,-0.00206094,-0.0329029,0.00986808,-0.00273811,0.0149967,-0.00219992,-0.0630056,-0.0124654,-0.0466616,-0.00511921,0.074472,-0.0391453,1.19536,0.633023,0.711602,0.591021,0.170201,0.374333,0.823477,0.0992616,0.385697,0,0,0,0.407145,-0.498791,0.239438
1200,-0.770266,-0.09087,-0.868939,-1.04667,-0.005543095,1.58306,0.816643,-0.174931,0.911939,0.693929,-0.649576,-0.000462024,0.595782,-1.52306,0.339308,1.29036,0.442782,1.5843,1.58495,0.774074,0.003279085,0.00241088,0.359621,-0.00634731,0.804921,0.4089,-0.00760312,0.12286,-0.0104466,0.0496193,0.0686365,-0.00777018,0.0797905,-0.0991774,-0.0484269,-0.0227831,-0.00530331,-0.0718597,0.0506904,-0.020988,-2.53956,0.796728,0.264247,0.524346,0.411227,0.633064,0.563065,0.831246,0.520178,0,0,0,-1.25508,0.270738,-0.599122
1205,1.99851,2.15527,-0.14442,-0.564899,-2.86073,1.0048,-1.49159,1.36027,-0.929632,0.73153,0.571377,1.67595,0.276801,1.14756,0.156026,1.5137,0.000449156,-0.0834188,2.56599,1.23095,-1.4661,-1.4868,0.207369,-2.04706,0.669063,-1.94877,0.0255738,-0.100163,-0.0321116,-0.0476696,0.0188247,-0.124032,0.0207964,-0.0391947,-0.0482895,0.0693585,0.0258687,-0.0194782,-0.108697,-0.069328,0.7,0.787695,0.384561,0.865435,0.0109398,0.382533,0.370454,0.99266,0.280641,0,0,0,0.407203,0.305062,0.553792
1210,0.420078,0.406881,0.201583,-0.00751254,0.331945,1.02858,-0.00628882,0.87929,-0.00529312,-0.005902415,0.931362,-0.172288,-0.260401,-0.0835413,0.318004,-1.97826,0.000449156,-1.82368,-1.63662,0.00854248,-0.048136,-0.288969,0.365245,0.147763,-0.979644,1.01705,-0.0497057,0.0255631,0.0355365,0.0103296,0.018539,0.0861896,0.0618461,-0.0067297,-0.0709083,-0.0350979,0.0972555,-0.0209993,0.0320542,-0.0779789,-0.36037,0.0907334,0.484366,0.356441,0.891284,0.506553,0.179136,0.41859,0.125559,0,0,0,-1.28454,-1.3851,-0.432233
1213,-1.63868,-1.22581,0.786375,1.08273,0.610009,1.92102,1.19183,-0.408986,-1.82197,-0.405881,0.289347,-1.62761,0.99711,-1.17197,0.047392,-0.259295,0.000449156,-1.23375,0.745207,1.98831,-1.6171,0.450637,0.631282,-0.916,0.651021,-0.894522,0.0186888,0.0496461,0.0294421,0.0802685,-0.0497058,0.0361463,0.0963478,-0.0942756,-0.12228,0.0329159,0.0743378,0.114006,-0.0194716,-0.022039,-0.422382,0.517262,0.251031,0.109376,0.607673,0.39472,0.565488,0.535742,0.69632,0,0,0,-0.877675,-1.08229,0.00311757
1218,0.410436,0.856543,-0.877594,-0.256211,0.0256082,-0.237499,-1.04818,1.7615,-0.473765,1.71238,0.244246,-0.000462024,0.00408214,0.0042206,0.897727,-0.810249,1.21772,-1.31817,0.004272155,1.4631,-2.09405,0.334506,-0.0317484,0.883908,-2.18249,-0.733857,0.0850245,0.119395,-0.0431943,0.00904479,-0.0176296,0.102713,-0.0315919,-0.0876204,-0.0711488,-0.0301057,-0.0177232,-0.0660151,0.00826766,-0.0548881,-0.827168,0.269501,0.00281433,0.069352,0.795073,0.850942,0.550545,0.250496,0.838641,0,0,0,-0.956325,0.218371,-0.377289
1222,0.453276,-0.883907,0.0690997,-2.12986,2.16136,-1.01516,-2.31808,-0.325596,-1.30578,0.145326,-0.753391,1.13476,0.00408214,0.0042206,-0.733272,0.164532,0.000449156,0.136759,-0.282878,-0.0338101,0.003279085,2.05792,-0.163115,1.29268,-0.97192,1.40293,0.0205618,0.0314954,0.0265506,0.137971,-0.00566791,-0.0419005,0.0942572,-0.0555282,0.0493807,-0.0582257,-0.0174701,0.0205419,-0.0254879,-0.0156503,-1.6597,0.829827,0.057804,0.703768,0.691365,0.2156,0.302303,0.785775,0.573603,0,0,0,0.762565,-0.967985,-0.630172
1225,0.201488,0.446201,-0.421223,0.612404,-1.94999,-0.557583,-1.61174,-0.0243202,-0.878135,-0.2411,0.502718,-0.965385,-0.603884,0.0042206,-1.23031,1.26586,0.000449156,0.430665,-0.329467,-1.94538,0.570394,-0.103216,1.96134,-0.662904,2.22997,-0.723366,0.122923,-0.0252498,0.0247301,0.0256004,0.0107986,0.0170023,-0.00431224,-0.110294,0.00522964,0.0264022,0.0109737,-0.15817,0.0396722,0.0328725,1.52988,0.483263,0.835907,0.847236,0.73713,0.553914,0.0734574,0.271617,0.114666,0,0,0,-2.44877,0.814222,-0.812984
1226,0.111758,-0.451675,-1.14966,0.0461583,-0.005543095,-0.956907,2.50798,0.889339,-0.128626,0.30235,-0.0786195,1.9661,-0.974084,0.0042206,-0.836489,-0.0998746,1.23069,1.16561,-2.38339,-1.99462,-0.949718,0.170967,-0.488625,-0.366804,-0.497235,-0.86739,0.0102494,-0.143731,0.0745199,-0.0323707,-0.0506405,0.0124518,0.189231,-0.0457042,-0.0202122,-0.0474849,0.0123924,-0.0895222,0.0129927,-0.0826328,0.0529423,0.654824,0.0866759,0.456101,0.398046,0.987594,0.0649521,0.401269,0.922429,0,0,0,-1.48133,1.1215,-0.67259
1232,0.555318,-0.369022,-0.176614,-0.50236,-0.285837,-0.390967,1.13606,-1.02259,-0.881687,-1.00508,-0.674166,-0.837797,-0.542142,0.0042206,-0.312339,-0.6154,0.811004,-2.34026,0.200111,-0.0650729,-0.888983,0.38935,0.71701,0.526246,0.25043,1.42247,-0.00838092,-0.04514,-0.0226137,-0.0844876,0.0126468,0.0585288,0.0948561,-0.0490216,-0.223107,-0.0943834,0.0663598,-0.0306161,0.0530826,-0.00840746,-0.160869,0.0366115,0.372382,0.873639,0.251076,0.76636,0.0257269,0.0998528,0.186078,0,0,0,0.991368,1.03431,0.116506
1233,-0.0002272675,0.751897,-1.0934,0.487504,-1.60417,-0.168617,-0.465109,-0.0981897,0.49417,-2.25637,2.03525,-0.000462024,0.685652,-1.37512,-1.28935,1.4616,0.24985,1.33606,-1.44788,-0.10444,1.88446,0.974629,1.46244,-0.532959,1.11865,0.0669539,0.00398839,-0.0671737,-0.0133664,0.114293,0.0362556,-0.0819822,0.253874,-0.280813,-0.360895,-0.00165001,0.0784428,-0.0561072,-0.0171474,-0.0814652,1.1,0.470079,0.126629,0.275419,0.321497,0.136069,0.692969,0.274955,0.535669,0,0,0,-1.9327,-0.711389,0.834965
1235,0.599991,-1.46356,-1.77761,-0.570686,-0.543503,0.395905,-0.0568194,0.594599,0.80756,0.334842,0.553907,0.404481,0.00408214,0.00432718,0.531126,-2.27276,0.000449156,0.817661,-0.0776851,-1.19152,1.68584,0.300415,0.514806,-0.440811,0.0192704,1.45827,-0.235055,-0.0915235,0.0463789,-0.0453196,0.0485822,-0.112317,0.119768,-0.150638,-0.259538,-0.0726297,0.0831734,-1.14365e-05,0.0144882,-0.0880995,0,0.299957,0.487411,0.3265,0.862317,0.282632,0.420238,0.126867,0.720068,0,0,0,-1.47644,0.461819,-0.497672
1245,-0.461185,-0.412384,1.21628,1.66048,-0.354552,0.475448,0.750291,-0.817768,0.549746,1.11804,-1.12391,1.40216,-0.214978,0.308854,0.373949,1.08672,1.51383,0.00606435,0.004272155,-0.279432,0.905914,-0.648777,0.476082,2.33071e-05,-1.01396,-0.293678,-0.0179365,-0.0934674,-0.0117064,-0.0617967,-0.117873,0.0657593,0.011805,0.0377641,0.0918743,-0.00906505,-0.0516011,0.0828453,-0.0177067,0.0283548,1.043,0.136274,0.630057,0.405876,0.234846,0.400843,0.832275,0.0916655,0.179582,0,0,0,-2.13604,-1.10311,-1.44399
1246,-1.6843,0.872345,-0.185229,1.49969,-0.741514,1.12425,-0.645283,-1.85279,-0.187986,1.92196,-0.47944,1.50973,-0.914516,0.831902,1.61441,0.278265,0.000449156,-0.381466,-1.06562,0.00854248,1.42062,0.433494,0.175554,0.593941,1.65589,-0.387165,0.227847,0.141196,-0.136156,0.0991751,-0.0438354,0.033309,-0.0104659,-0.169044,0.0437983,0.0446987,-0.0281246,-0.126908,0.0648297,-0.058937,-0.126057,0.321254,0.985958,0.472467,0.386704,0.223589,0.797576,0.371538,0.590287,0,0,0,-1.41139,0.546321,1.23358
1252,1.46034,0.426666,0.694681,-0.00751254,-0.005543095,1.54008,-0.28494,0.363961,0.83004,0.841981,1.16619,-0.489306,-0.844347,0.280083,-1.8751,-0.132953,1.21269,0.383489,1.63758,0.423744,-0.323665,1.1781,-0.0561503,-0.125586,1.54353,-0.51323,-0.134876,-0.184306,-0.00664694,0.120806,0.0930993,-0.0594494,0.126726,-0.027844,-0.263903,-0.0846645,0.08036,0.0902993,0.063861,-0.104438,0.592708,0.299057,0.552157,0.870689,0.801801,0.757303,0.666338,0.189817,0.0774421,0,0,0,-1.24104,-1.27655,0.770921
1255,-1.44261,-1.09947,0.0645437,1.12912,-0.005543095,0.957916,1.9756,-0.138149,0.286719,-0.0152648,-0.028912,0.76543,0.00408214,1.43002,0.109272,-0.0665739,0.000449156,1.44459,-0.303448,0.414156,-1.11846,1.53601,0.731934,-1.0297,-1.99177,2.20717,-0.0282953,0.000461148,-0.016083,0.0537989,-0.0462415,0.100091,-0.0107052,0.0700987,0.113005,-0.0615906,0.0230525,-0.0284122,-0.0266728,0.0210493,-1.24372,0.00427228,0.27587,0.356979,0.840512,0.616256,0.977925,0.136355,0.877618,0,0,0,0.721975,1.06093,0.62792
